identifier,first_name,last_name,date_of_birth,address,city,zipcode,state,ssn,creditor,account,current_balance,sale_price
50fb1523594a3872316e96ac6350079d,Michelle,Bryan,10/16/1991,5672 Michael Trafficway Apt. 030,Lake Jonathon,73769,CA,306-63-4940,JCB 16 digit,OXGS7965882870218,3696.73,16.05
43f37483b45e14759afc2a66014aa4d4,Gabriel,Nunez,04/24/1967,642 Kurt Court Apt. 118,Cooperbury,32968,GA,744-77-1040,VISA 19 digit,WJEA6144784340720,6499.99,41.04
839c73acb67e671d3dd3f9677a975ff7,Christopher,Lewis,01/13/1961,5516 Jerome Courts,Pereztown,31334,MI,569-96-2632,Maestro,UNQK3128969172972,2747.84,17.35
16fea54137d4b72771fb452e7031ef8c,Kristen,Moran,12/27/2019,5186 Diane Streets Suite 613,Kimberlychester,26531,NE,399-82-0991,JCB 16 digit,NDAI7803107043639,7181.57,56.7
ecc8d64b86482384a92fbc9f57fecc81,James,Jones,02/26/1969,8287 Thomas Cliff Apt. 812,Brownmouth,08027,WI,359-23-6482,VISA 16 digit,CVUA6635804273361,3671.97,16.64
fb3f03b25e2ebbc532ba24319c091802,Mark,Rodriguez,06/02/1938,71268 Jensen Turnpike Suite 822,Robbinsborough,25091,FL,890-85-4300,JCB 16 digit,DEYN7138343029598,3917.04,17.56
b919ffca7618bd87b3e7555e989a8adb,Michelle,Zhang,08/03/1979,8967 Jeffrey Wall,Port Brianport,41045,NH,382-79-6447,JCB 15 digit,UHHA2019301599659,7387.22,49.81
f1c28c84ebfcfab116fd17e639914183,Brittany,Higgins,07/01/1914,3787 Sanchez Fork,North Sara,13320,KS,308-05-1159,JCB 15 digit,CGTG3539547650233,4141.54,29.2
8f077da124945d303bb6ee0177e9db66,Scott,Hardy,01/02/1950,85755 Audrey Estate Apt. 092,Beckstad,80768,LA,242-49-6633,VISA 16 digit,KTDW4625705709834,6222.63,29.15
2ba126c99e167d93cbaae75c524ec4df,Monique,Contreras,11/13/1960,718 Belinda Springs,Torresmouth,27203,NY,340-62-5788,JCB 16 digit,VOZS8412525173995,6000.89,25.88
ec21968672c921eabe188b91f2500225,Chase,Cook,09/02/1917,96101 Rogers Courts,Garciafurt,90403,MD,572-84-4646,Mastercard,JDYQ2311766685421,6094.35,47.54
efe9aaa039ee8d07bb44855eae798cd0,Bradley,Irwin,10/10/1908,051 Gillespie Isle,Bellmouth,33732,MI,003-67-7532,Discover,WLBK7511149274060,5743.77,28.14
729509d4c9caf51632846b645c5c45b8,Kevin,Cook,06/25/1975,243 Chad Track,South Nancy,40836,UT,150-84-5920,Discover,TDDC9270486867368,473.43,3.58
bc77596f78b1c9516ff157b06a925f9b,Blake,Mckee,11/18/1916,1955 Richard Trail,Melissaborough,58649,MN,805-96-6175,JCB 15 digit,AJXI1145011039138,3579.46,23.54
31b625d3e02479f9bdc198720dca3e48,Ellen,Gates,10/24/1926,8007 Cohen Plains,Port Sarah,82081,MS,320-65-4565,Maestro,OVJX9136362149473,999.55,4.12
1163c1b474a36cb1dfeecb6ff3aed3d0,Christopher,Richards,05/29/1955,428 Haynes Trail,Michaelbury,61044,MS,820-99-0071,VISA 19 digit,KKUM0191280189669,2897.38,21.07
e8941db974c324568cc0eb623d52108e,Abigail,Wall,08/27/2013,39265 Moore Court Suite 398,South Haydenville,57637,MA,353-18-7322,Discover,OUVV0710683789107,1052.98,6.1
a20cec819e5264ee32ed79fa0cf9401d,Jose,Johnson,01/25/1966,72457 Patricia Inlet Apt. 912,Whitneyland,30701,TX,822-68-8329,JCB 15 digit,FIUL4476678845813,6127.02,36.9
2fba6b90d77ae5943fda142877438d0c,Jason,Hill,11/22/1993,0885 May Route Suite 104,Farmertown,06771,VA,445-98-0742,Diners Club / Carte Blanche,TRIC8273513280487,4509.11,27.46
47a025ebca24092e21befb11ad3f61da,Natalie,Jones,04/21/1914,45276 Dylan Mews Apt. 970,Kaitlinmouth,51328,NV,778-02-7319,Maestro,PCPR5050422194916,7473.09,53.28
91b42f23203315a6b12f97ec444c09ec,James,Flores,09/10/2011,8314 Hall Well,Lopezton,11475,VT,256-28-3768,JCB 15 digit,PSTW2032958891395,634.1,4.61
9fe2ec1628a0126d32611548557945b0,Brandon,Summers,01/07/1965,4538 Bryant Valleys Suite 561,Williamview,96824,VA,568-39-7133,JCB 16 digit,JQHN9824901513226,1068.3,5.06
2857478a431cb3e79160b470eba5c09c,Mark,Williams,09/16/1947,082 Heather Forges,South Dawntown,66080,MI,367-21-6844,VISA 19 digit,DKOV5215417201907,6281.37,25.78
67a3a8da374a7c8363cae532743dccec,Troy,Koch,08/23/2011,489 Finley Unions Suite 041,East Brianfort,01904,HI,323-18-5610,Diners Club / Carte Blanche,GSOB9774923159004,491.29,3.3
2ac6ebc8c4188cde8a636f0f02ce348e,Roberta,White,01/24/2008,50124 Martinez Common Apt. 660,Guerrafurt,60991,MA,405-58-4745,Mastercard,MLJT4610633453109,3666.34,27.04
9ba9cdf9f9a2a127268bc396166c4f3f,Nicholas,Mccarthy,08/06/1923,617 Edward Station Apt. 901,North Mark,13059,SD,358-63-4872,Discover,TNBK0797615604816,7462.8,55.87
01086789ebc0b003e504c3054997ad98,Marie,Richards,03/11/2017,976 Jonathan Stravenue Suite 969,Karenbury,39693,MO,441-51-2287,Diners Club / Carte Blanche,OWLT5269159669411,2947.12,20.94
d83cdf5338a5d2579a1b8f708dfa5535,Philip,Henry,12/18/1963,971 Gillespie Vista,New Angelaview,00936,MD,455-19-1977,VISA 16 digit,WTLR1453568022943,5783.71,39.74
d07ec312921b9757a373b5d7ecd1b59c,Elizabeth,Adams,12/14/1957,858 Carl Common,South Tammy,34613,IA,445-07-6185,VISA 16 digit,PSGU2854302261553,3802.56,21.76
c605f151b8a2555148d99432595e4afc,Eric,Tucker,08/03/2000,485 Heidi Lane,Duffytown,89697,CT,741-34-3806,VISA 16 digit,VGCH1144543711770,7673.99,36.78
a16ebe3ca15bf3561fa543e322818b1f,Lisa,Ruiz,05/12/1995,000 William Plains Suite 176,West Christina,17596,LA,661-05-2732,VISA 13 digit,XVEW9743747645838,7694.9,51.93
4bb8e261e11541b1b95b09a04eabbeb6,Diana,Terrell,01/24/1923,36937 Jeanne Springs,Pollardmouth,27570,IL,271-65-1791,VISA 19 digit,UURO6610965670010,5487.33,24.24
f91d5f26c78495c518121edb5aaac9e2,Jesus,Sampson,06/05/1936,43496 Randy Point,Port Gregory,83333,ME,506-14-6735,JCB 15 digit,EPJP5315568924962,7304.69,38.17
495476b8adcb8939fef83051500398cb,Melinda,Benson,09/03/1978,00321 Porter Corner Apt. 731,West Scottfort,84897,ND,031-03-8995,Maestro,UCTG1126194447548,133.53,0.64
acf08390e54df5fc9a19e0cd3d10049b,Eddie,Henry,07/05/1999,529 Kenneth Knoll,New David,68555,PA,624-86-6668,Diners Club / Carte Blanche,QUWE2535124759644,7945.92,62.26
e84034a297738a6c62c456855ec632a1,Robert,Mosley,06/08/1906,4311 Hernandez Mission,Craigside,56886,MN,265-18-4281,VISA 16 digit,LKDP9981580112293,5603.73,28.27
82f0add2e86f6757ac47438b06dad7ed,Teresa,Foster,07/02/1980,061 Francis Stream,East Theresa,31852,NV,669-10-5409,VISA 13 digit,GJRE1300640909731,2964.45,19.39
e8571e34d74c9314a36e672c2bf016c7,Joshua,Ellis,07/15/1977,5017 James Roads,Lake Pattyburgh,21533,CO,673-28-7109,JCB 15 digit,HJHK9061875890280,2154.82,13.54
ad9f4eef04834aeee1e543d09700fdbb,Mary,Howard,05/18/2002,01536 Davis Pike,Lake Christinafurt,97707,PA,263-36-0161,Diners Club / Carte Blanche,OZUH2275397332374,4895.47,21.21
21e144dd14b09bba54b30a20f9616d7e,Kim,Moore,12/21/1905,07182 Howard Junction Suite 396,Amandaville,72581,OK,009-27-2346,VISA 16 digit,CSIB6262520255680,2997.16,19.98
43c765daf2b032bb8959df377aa37caf,James,Moreno,04/21/1954,02073 Michelle Village,Port Jamie,93471,OH,850-13-0466,Mastercard,LVRQ7774270515185,2578.39,17.82
8de0a34665c7f4eef75ad685337dc611,Tony,Rodriguez,04/18/1971,5168 Rachel Drive Apt. 223,Melindafort,37614,MT,586-84-6165,Maestro,ZNBM2739220715110,2235.46,14.96
29d1f5c434719c8d11123f563a242ad4,Amy,Hansen,06/14/1962,5433 Ross Mews,Lake Tony,39316,DC,395-27-4525,VISA 13 digit,CKBW5396299229550,6257.41,35.21
71b8d6cd2648a4e792839a67070821b7,Donald,Rogers,06/23/1957,6957 Patel Pines Apt. 474,Hortonborough,53042,TN,080-12-3362,VISA 16 digit,QKAE0715154170633,2460.45,12.49
ec7db2fe652425fd0d809e1ab2831dc1,Christopher,Ferguson,12/06/2017,55569 Hunt Roads Apt. 387,North Charlotte,99347,VA,748-31-4363,American Express,QQLU5705459336999,1100.23,7.93
8d3ca5376de367e45dc04c01364f0458,Micheal,Brown,01/03/2017,46541 Jenkins Harbor,New Devin,38629,TX,346-54-9519,Maestro,METV0298349989155,3011.15,13.99
d70cca213b5dcb246e08e0bd5ced8469,Susan,Allen,01/02/2016,0891 Martinez Spurs Suite 017,Garretttown,72032,LA,360-90-0668,JCB 15 digit,KPWD5291963137146,4130.83,25.76
c5ac33c0942ceab1d18837c0fb0bf7b5,Logan,Bates,10/03/1968,9573 Larry Manor,Fergusonville,86481,ND,464-78-4850,VISA 16 digit,ZEOE7504053281574,6740.9,42.21
8fa2ac287a9bab5e7598fae7e5d3be31,Christopher,Schultz,05/21/1986,097 Pierce Cliffs Suite 210,Paulstad,25038,DE,362-05-2067,JCB 16 digit,TGOO4999721773548,3259.78,20.09
224581331a6d5e6f18f5b2f542e915b6,Alexandra,Harrison,05/15/1996,1445 Kathryn Inlet,West Andrewhaven,50622,CO,568-18-6316,JCB 16 digit,FYGB8208888663427,6249.5,38.99
6df78d714e9c633047d8415815911248,Jessica,Garcia,03/21/1938,308 Caldwell Brooks,Marthahaven,96962,AL,121-83-1995,VISA 16 digit,YNLR8534395709626,6321.08,37.71
1aa2a47c37888845bfb3bc9813cd0242,Lisa,Johnston,08/17/1984,527 Kenneth Turnpike,Juliefort,76371,WA,648-99-3358,VISA 19 digit,XADY2194555639281,546.27,2.91
9dd2ad9de07256f8d9caf86bf0f31bdb,Courtney,Hall,10/23/1966,6310 Cruz Corners Suite 373,Lake Morgan,77483,TN,094-72-7808,JCB 15 digit,DSMM4236094306107,2896.57,17.95
d29ae3d6d20ed52a3015f89e21d816ff,Scott,Dunn,08/06/1950,257 Shari Lake Apt. 130,Munozmouth,33488,WA,298-15-5708,Diners Club / Carte Blanche,NRTI4885796715259,3794.88,27.73
84b3d197edc814a362b0c40f5784068d,Jennifer,Johnson,02/15/1925,678 Bradley Branch,Port William,80378,CT,132-15-8881,VISA 16 digit,CVCK0038944985883,283.64,2.07
9b9090f82489cdee52cdaa3407fde6ae,Kimberly,Walsh,10/13/1969,58594 Hoffman Mountain Apt. 184,Hoffmanview,91150,AK,053-10-7763,VISA 16 digit,BTGF3839468502700,113.27,0.9
39f78c6c54da89db62267be3036f90a6,Michelle,Barton,01/07/1987,8093 James Points Apt. 891,West Joshua,61688,CA,128-42-7177,Diners Club / Carte Blanche,KOIE2210591901958,3348.79,24.36
d62bf24d9907ff0d47989315267016d8,David,Brady,09/24/1931,9843 Long Crossing,Goodmanberg,60503,SD,323-79-8434,JCB 16 digit,NAUI3653675176906,2342.93,10.81
704409e4c36f20a7dd9d7c6a3c766b16,Laura,Martin,05/24/1911,6608 Carlson Alley,Port Mason,38049,MD,305-55-1439,Discover,IQLB3760893914679,2230.61,16.8
40bfff5b6b392ac8be99c2d7fa0d7a92,Chelsea,Carey,01/25/1927,57712 Rodney Villages,Nashmouth,41787,ND,063-67-6479,Maestro,CEVK8969471419958,1267.25,9.4
ae79d32befa3b45736db714c7d31a191,Mark,Fletcher,03/27/1911,89623 Brown Curve Suite 381,Marieborough,42812,IA,393-64-6542,JCB 15 digit,UXEW7068134973435,6918.1,36.05
6e0507c6c4540866ab6633eb8269403a,Matthew,Andersen,07/25/1920,22952 Rodriguez Land,Jaredshire,61110,OR,552-30-6914,VISA 16 digit,AFKI7626807030202,2822.56,14.43
5f7145fec610c71d21f894081598a567,Matthew,Sanders,12/28/1923,47387 Garcia Greens,East Joannabury,67946,SC,846-73-6805,JCB 16 digit,EYSR0650621576523,2165.36,17.28
001692f40a17cf1e0bf0181a3af1a9ac,Jacob,Peterson,09/23/2018,5092 Cindy Radial,Romerofort,38589,WI,253-30-3568,VISA 16 digit,KTWO9101223855427,1231.16,7.86
cdb73214a02309b792a30fa797dad8cc,Sheila,Peterson,06/09/2011,37177 Jensen Viaduct,Mendezshire,20911,WI,690-55-0040,VISA 19 digit,FBSZ0630257397407,3058.76,19.5
635a0d2321622e5e5fb33f67841c8911,Ruth,Brown,07/07/1912,526 Maria Trace Apt. 126,Port Victoria,82375,KY,052-57-3439,VISA 16 digit,XKQJ8648230415649,1667.83,12.81
952dc283b0e09378845c9122ed1d02da,Walter,Rose,03/01/2014,616 Jackson Motorway,Mcguireside,76959,WV,296-78-4575,VISA 16 digit,CCVK2977205310362,7133.03,49.47
d29f1d64c1f9ea2ae35c084f394826d7,Heidi,Wallace,10/23/1996,694 West Drive,Danielport,91524,SD,585-70-6989,Discover,JRFV8638109281055,2268.11,10.52
8f2dc799543fa6570f31ae60be8da033,Kelly,Gutierrez,10/14/1969,463 Kristen Isle Suite 364,West Michaeltown,24560,CA,494-12-8784,VISA 19 digit,VHTY7128261421045,5252.27,34.12
6e02b1db4b6971ddcbfa25b5f579da16,Rachael,White,12/19/2008,80116 Brown Field Suite 914,Caldwellshire,25477,MI,492-13-2686,JCB 16 digit,AJCA0958259485371,1415.83,10.9
f4be01389f0fbe6d3b828b8809d225d2,Benjamin,Nelson,05/22/1978,51678 Montoya Dale,East Bethstad,30363,MI,166-21-1949,Mastercard,SLJB9555284253316,3507.93,18.37
6d43bb3bd8b19148fa6c12cda40c392d,Stephen,Stewart,08/21/1952,1393 Mario Crest,Lauraview,37060,IA,460-69-9640,Maestro,GPVN3956399035410,6334.45,25.78
333720b6b98ce31d4fb03539332b27ab,Kristen,Jimenez,09/10/1973,8994 Christine Harbors,Tracyfort,46733,AZ,251-24-3812,JCB 16 digit,WJLG8272276049991,6078.7,40.41
093cb938ad49060b6bb4e5163eefcd67,Karen,Snyder,05/02/1948,3940 Haynes Pines,Suzannefort,19204,OK,632-87-9029,VISA 13 digit,ROSS0366295651053,2566.34,10.69
82a56a75ffa91dcec332ec3b1919db7c,Gregory,Perkins,12/28/1917,12078 Parker Corners,South Tammy,50452,NH,840-01-3802,Maestro,MZSE2875343674678,6303.28,47.1
9cbfe067e6d21ce98bba604a8bb5ba93,Kimberly,Burns,10/01/1906,90694 Mariah Ferry,New Thomas,13610,CT,285-32-8046,JCB 16 digit,RXKC1066611102719,1227.18,8.49
423563fe0ee5cb4e9a53c5c36199a4b1,Christopher,Jimenez,09/11/2019,5873 Harvey Shore,Port Jacquelinechester,36373,DC,565-94-2289,Mastercard,MVWQ7141998770748,4606.56,23.68
f96f1297d65c5146a9ae9ff58f48ba50,Tiffany,Grant,10/25/1938,026 Cory Vista Suite 344,Edgarmouth,87028,CA,107-73-4835,Discover,BZZM1893457537683,824.59,5.61
7a32b4a1fecec1d56bf60f7e25eb49cb,Keith,Ross,05/01/1928,107 Jeremy Neck,Medinaberg,19923,MS,397-74-9629,Discover,KTUN6285493109390,617.1,4.64
8ee4f626ac5be94e32cacb038a9e2319,Brittany,Peters,03/18/1915,10614 Murphy Park,Hernandezbury,16582,MN,593-80-7525,Maestro,NWIS9292040250412,7306.6,34.17
97cfc4ae5df1086485b8258abec931f3,Nancy,Pacheco,01/02/1931,5630 Nguyen Neck Apt. 579,Dakotaborough,85312,ND,858-39-5765,Mastercard,FKIL4346639168573,3281.17,22.29
3c02752963bdeb6742b4990f72191243,Wendy,Knight,05/07/2000,689 Larry Parkway Apt. 274,West Tracy,03714,GA,860-93-3031,VISA 13 digit,RGWY7923842786865,4800.22,32.55
495e9cc6be9c167679e6497acde82a77,Sandra,Cruz,04/25/1932,421 Keith Hollow Suite 735,North Brycehaven,09200,NV,645-90-5179,Mastercard,NJTI6883077280028,264.88,1.89
fe16c74d61645e259b54d9a9a811e1dd,Sean,Miller,07/29/1956,1937 Solis Street Suite 812,East Kellyton,50613,NC,037-70-2317,VISA 16 digit,UAME5330414778205,380.53,2.33
325842b62e0f76e6b1eef656441ec9ed,Brandon,Bell,04/14/1992,185 Hudson Lights,East Brandon,37542,GA,679-83-5626,Maestro,BUNJ3211505574268,3729.44,20.15
6468d2571370d69ac504456ab50261c6,Lisa,Sullivan,03/02/1919,8571 Thomas Parkways,East Ivanville,08564,ME,806-86-3806,JCB 16 digit,OFLJ8805190449337,4852.8,20.0
7855eb121bf0962c1c11f2946506c5aa,Javier,Castro,10/04/2016,3060 Leslie Landing Apt. 933,Jasonchester,88682,IL,114-38-5759,VISA 13 digit,GEDC8978502300342,6493.49,31.44
b24da97d2114f636f01d4978c8776bee,Eric,Adams,04/06/1936,19572 Jason Creek,Port Michael,86292,WY,224-49-6146,VISA 13 digit,QMUV0446723609668,2955.95,22.12
659fcfcaa811634ce5f1e0915232edab,Timothy,Gomez,02/10/1965,516 Douglas Forge Suite 685,West Christina,05472,OK,699-69-8099,Discover,RBPW0791571309534,6260.46,46.46
f8ef8cc2b6f36a7b68128a16ba91b117,Ashley,Cox,02/17/1982,6673 Keith Crossing,Sanfordberg,25703,KY,486-11-9870,Maestro,MWVM6545524844805,3072.83,21.09
28f909d91caa6496c951061c39ef7c0a,Denise,Johnson,01/19/1917,114 Kara Lake,Pittsstad,04056,CT,309-85-8065,VISA 19 digit,YYJN1929002455611,1057.5,8.13
ecfec867c348c1e29b31b4fd61b40de5,Dean,Cochran,01/25/1942,3854 Robert Street Apt. 436,West Lucas,32482,KY,698-60-0284,VISA 19 digit,VAAL9514548069054,5527.16,30.11
d4449bbb24120a0626daa8dd65def119,Chris,Whitehead,09/24/1917,47766 Michael Underpass Apt. 515,East Michaelland,65057,WV,624-76-9015,Discover,FPBP0616199601092,292.45,2.32
87b8cb16e6209a55d26fe25679185d77,Maria,Adams,06/14/2000,88724 Carlos Springs,Robertsmouth,60164,OR,320-57-5890,Discover,HLDD9449540432169,4887.78,32.49
35bb9c38016dae4ebb5a1baaa7b8f1e2,John,Gray,05/29/1960,0603 Whitehead Crossroad,Anthonyfort,81009,NV,877-12-6582,Maestro,AYRE0773335408424,2357.98,10.43
909d1454865f732204f6895e189ed550,Dominique,Barnes,01/26/1970,06231 Susan Lights,Port John,86280,SD,220-60-3914,VISA 16 digit,NFGF3883417739316,1114.99,5.89
f4568de87b4e954558c03a0f263a343c,Aaron,White,06/29/1934,3604 Lindsey Hills,East Rebecca,61783,KS,132-13-0974,JCB 16 digit,SXJT0127504085140,74.57,0.34
5138e1bdaaa735eab526aef371bd9887,Alicia,Wolfe,04/19/2008,1858 David Spur Apt. 212,Lake Crystalfort,54974,MI,469-76-6866,JCB 16 digit,JBPV1950591435917,2718.99,19.8
e809e00e04bb6ac197fed6dfe5e19bef,Gerald,Vazquez,09/12/1985,706 Griffin Pines Apt. 008,West Jennifershire,31861,MD,421-71-4388,VISA 19 digit,DWAE8937138257369,2214.39,12.42
f6798f3b0d155f9e032827192e6ce4a1,Jack,Snow,02/25/1954,0117 Carlos Viaduct,Brittanyfurt,64470,HI,662-06-6050,VISA 16 digit,NLSO2476449182947,2021.77,13.01
74e7d7c2b76861f7ff7238601684410a,Raymond,Owens,08/31/1956,2290 Andrew Light Suite 067,Lake Jamesbury,84075,LA,802-94-8486,JCB 16 digit,LWVQ8898279331431,5235.82,41.67
feb06c64db7a00cf84ff50a5cad31292,Debra,Dennis,10/01/1988,268 John Burg,South Stephanie,30755,ND,460-26-7862,JCB 15 digit,SBTF5011753772794,3148.57,15.3
33f4220d973e95ef9e68b673cfe3a82f,Julie,Shaw,10/14/1928,770 Francis Overpass Suite 924,Dorothyburgh,45334,WV,872-29-3559,Discover,WOBE3264553227618,5043.06,33.39
19acef404d5b1e1dfe0b497fbc917597,Kevin,Gibson,09/22/1914,83131 Marvin Prairie Suite 409,Lewischester,71381,GA,445-99-5537,Discover,PMKJ7758248516684,6963.14,40.05
2519799143a66236599404f328aff193,Andrew,George,08/16/1979,02927 Gary Isle Apt. 358,Moorechester,63302,DC,366-43-4767,Diners Club / Carte Blanche,ZNAX7230074488447,3439.8,20.33
3c59555f74cefa51ece2584f9efa6e60,Micheal,Turner,03/01/2004,300 Scott Stream Apt. 571,Port Tonya,96440,MA,568-64-6157,JCB 16 digit,SUDR5192611075319,7454.18,57.14
23d8e3deedbe1c084aedae4b125806cc,Brian,Stephens,12/16/1905,4389 Watkins Parkway,Lake Christina,85181,WA,371-45-7830,Maestro,OOOL3431090541617,2957.84,12.74
70db03a811263e0af5637e794d85a3a9,Amy,English,04/05/1946,81935 Brett Centers,Tamaramouth,60157,DC,153-21-7339,JCB 15 digit,TAQR7313837143591,1922.44,14.45
8e6e04ae9ac4cdc872abdd23e299adb9,Elizabeth,Ramos,08/02/1936,834 Kimberly Creek Suite 554,South Nicole,64847,VT,860-59-6922,Discover,BAGI6592454424151,3887.99,23.79
a219a70c1cb1c5709201a2286743f002,Craig,Jackson,03/16/1984,3826 Alexandria Springs Apt. 135,Garciahaven,71926,NY,830-61-1252,JCB 16 digit,LZOU9222319931380,3925.53,15.86
49c324c1b849a19841419bf33df23210,Randall,Simpson,04/23/1988,39000 Martin Plaza Apt. 034,Jessicaland,58895,WY,755-12-6050,JCB 16 digit,GIDX4730386318081,3150.37,18.83
2380b44087b726a96a5fc6194c898a82,Gregory,Thomas,07/25/1968,50874 Paula Islands,Port Jeanneton,21212,IN,303-67-1463,JCB 15 digit,BLKD1716301906172,3329.15,23.01
ac375c365ce3120034792bb308019a59,Donna,Collins,11/08/2017,9870 Jesse Junction Suite 119,Richardmouth,34007,OH,524-91-9731,VISA 19 digit,CRCU8009539052672,5057.42,31.88
df9c54224b8839e752acf4396c283fc9,Larry,Hodge,05/04/1919,0007 Sarah Estates,Jacksonville,34838,NV,126-02-6096,JCB 15 digit,WNGJ8116762054989,5872.9,43.6
8ce2d1ea5c3335a59956a1967f42bb39,James,Gibbs,11/09/1952,12887 Frederick Radial,Derekstad,31950,OK,590-98-7970,VISA 19 digit,WEAK3278907397445,619.33,4.92
7f2474c3cc6783e1fce05a8478b16df9,Regina,Davis,01/09/1945,142 Jeff Lodge,South Sara,30180,NJ,733-34-7157,VISA 16 digit,QXWB9661363476175,3359.24,18.32
f7feff31250d4f0a7c3651d35c500b7f,Angela,Obrien,06/12/1999,920 Lowe Hill Suite 131,Mercedesshire,46483,TN,371-05-1180,JCB 16 digit,FKQH8796669839618,505.02,3.43
30daea3176368a895617621180aefe39,Ruben,Smith,10/24/1999,8572 Garcia Mill,North Brianna,43394,NC,689-32-3126,VISA 19 digit,LXQJ3302758253630,501.17,3.21
5d914d4f6e5e0477eec5b77bee66b09a,Richard,Beltran,12/22/1935,0940 Joel Lights Suite 092,Jonesfurt,55254,AR,090-74-6889,Discover,KJQD7298197487124,4107.44,30.32
abc8b1a78a5de7121794c8b2bc93bb06,Troy,Perez,11/04/1917,11889 Harris Pike,South Angelaville,00725,ME,309-68-4045,VISA 16 digit,XVFI4946982943035,4287.72,31.75
2ba07501d02de4b7e3c35d778ef4fa69,Douglas,Jackson,03/15/1959,54430 Edward Station Apt. 404,Deleonmouth,26566,ID,056-33-4715,VISA 16 digit,TOVM1232820210394,4123.38,26.43
8120e3293ace46f00112e08e039ce991,Christine,Sweeney,02/27/1996,43628 Brown Shoals,New Mary,38034,VA,393-41-0561,JCB 16 digit,UZCF2191162614140,5429.38,37.65
df0a07a9e80b39dcd4029a47be5ca547,Cory,Rodriguez,01/25/2003,972 Jacob Manors Suite 908,Tracitown,05738,NH,719-42-4561,VISA 19 digit,OSBA4249131114282,2110.81,16.77
92dfc95a84fa4be08f73d5b34701231b,Bryce,Logan,02/07/1994,56390 Kara Island,Hornbury,25452,MT,288-99-6599,JCB 16 digit,XYRJ1637128822037,3244.5,17.65
2f505ff65f5e5237633edd2c9b319070,Zachary,Phillips,05/19/1908,0779 Robert Roads Apt. 038,New Sean,46713,ND,369-52-5378,American Express,TPQG8923068455604,451.03,3.2
68db94c067b15e9817d141c6f947ccdf,Hannah,Collins,07/30/2020,7319 Stewart Lakes Suite 019,New Ashley,51462,NJ,501-47-9120,JCB 15 digit,YXEY9534222596177,940.55,6.32
1ae9139a57ce91990fac57e8cc293f3c,Nicholas,Perez,09/22/1921,234 Richards Isle,Pittmanstad,75801,IA,592-71-8923,VISA 19 digit,BIJP9492440405460,6927.45,34.61
4b2e853be149d4159d43f4542f1b83a9,Mary,Swanson,10/10/1968,763 Peterson Trace,West Saraburgh,90692,KS,871-34-5382,Mastercard,NIDX3985369693284,6884.93,32.84
067c675941c339b1483c663670dd5ded,Jesse,Brooks,12/25/1932,3350 Mikayla Spur,East James,47999,AZ,263-64-0931,JCB 15 digit,IOPG3898660157155,2497.7,16.23
e9978f52a5d2cbe110f463c868d1efa6,Kevin,Wong,08/15/1919,7635 Hudson Square,North Stephaniechester,57302,WV,373-79-2331,JCB 15 digit,TVWB3047409389594,2038.33,10.63
1bf4ed0dab626829dc4f3cf092cb38c3,Heather,Hall,06/05/1970,850 Megan Forge,West Donna,37091,WA,383-27-1060,JCB 16 digit,GOUY0183669575480,5659.67,44.95
188fc929bc2f041c58ab2c5e561fbce5,Mathew,Nelson,06/11/1932,16782 Bryant Trafficway Apt. 644,Morenomouth,67740,NE,382-44-7692,Discover,TMWO9156259747992,2858.74,15.27
ac2a124f2c903f225ca20e818d5b0294,Melissa,Williams,08/31/2012,8074 Angelica Court,New Jennifer,69576,ME,473-29-0254,Diners Club / Carte Blanche,UWWY4155373764902,4547.68,36.15
4673ed6f62c3869bacaddd3ecfdbfdec,Jacob,King,09/12/1944,185 Wilkerson Springs Apt. 579,Port Jaimeberg,06521,CA,603-82-5091,American Express,VBOZ5591061317388,491.38,3.2
41f00d68a60e27cf9a33c7a59006d266,Stacy,Keller,09/03/2015,3644 Christopher Forest Apt. 487,Port Jaredport,07603,ID,330-45-0638,Discover,LTBD5207731119770,1160.7,7.43
c3f96ad7be4aaa26aa5ab804e0c37449,Robert,Jackson,08/25/1923,3496 Terry Park,Walterberg,97653,CO,864-14-1361,JCB 16 digit,LNUJ0820077109130,7219.98,43.41
373f7c6a5ea8a4bdd2031affb611251e,Joseph,Lopez,09/22/1949,72118 Alex Summit Apt. 153,North Melissaborough,22505,IL,366-25-5825,American Express,ELMV0525175485924,7313.84,41.83
a378dee463b90cc86b6a76165a10bcfc,Willie,Scott,11/26/1910,8702 Gray Prairie,Port Jacquelinebury,14848,ND,693-43-9737,VISA 16 digit,ZLKA0445882279646,6111.19,45.55
f1aa6b32e63c6bfc2367a986d53b7527,Todd,Thompson,05/28/1914,05718 Taylor Plain Suite 301,Velezstad,28468,VA,377-50-1235,Diners Club / Carte Blanche,FSCU5595817764023,4659.9,21.97
852a9ccf2e95d9ce8e677e5ed37f166f,Charles,Rivera,09/08/1917,66447 Kristin Shore Suite 547,New Jamesborough,38855,TN,480-36-3608,JCB 15 digit,HNAI0552526620664,2530.96,10.74
532cd6090a740506f7ef31f9d1d81062,Kenneth,Nash,06/18/2014,39793 Lawrence Drives,New Patriciafort,31441,ND,149-55-6540,VISA 13 digit,ZYOY7634970667591,5018.19,23.09
23a6ec48410362f5efbc390b494390bf,Joseph,West,02/23/1944,772 Andrew Mountains Suite 778,West Robert,61388,OH,761-48-5488,Diners Club / Carte Blanche,PDHM8377953916969,2698.64,21.55
